path,slug,title,date,expiryDate,publishDate,draft,permalink,kind,section
content/blog/authority-pages-beat-competitor-copying.md,,Authority Pages Beat Competitor Copying,2026-06-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/authority-pages-beat-competitor-copying/,page,blog
content/blog/customer-facing-pages-should-not-show-the-strategy.md,,Customer-Facing Pages Should Not Show the Strategy,2026-06-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/customer-facing-pages-should-not-show-the-strategy/,page,blog
content/blog/operational-history-beats-generic-about-pages.md,,Operational History Beats Generic About Pages,2026-06-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/operational-history-beats-generic-about-pages/,page,blog
content/blog/removing-outdated-claims-static-sites.md,,Removing Outdated Website Claims Takes More Than One Search,2026-06-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/removing-outdated-claims-static-sites/,page,blog
content/blog/ai-website-edits-need-change-boundaries.md,,AI Website Edits Need Change Boundaries,2026-06-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/ai-website-edits-need-change-boundaries/,page,blog
content/blog/process-photos-beat-people-photos.md,,Process Photos Beat People Photos When Buyers Need Proof,2026-06-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/process-photos-beat-people-photos/,page,blog
content/blog/turboquant-deep-dive-local-ai.md,,TurboQuant Deep Dive: Why Local AI Is Getting More Practical,2026-06-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/turboquant-deep-dive-local-ai/,page,blog
content/blog/unleashing-local-ai-power.md,,Unleashing Local AI Power,2026-06-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/unleashing-local-ai-power/,page,blog
content/blog/ai-automation-needs-more-than-a-bot.md,,AI Automation Needs More Than a Bot,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/ai-automation-needs-more-than-a-bot/,page,blog
content/blog/hero-sections-should-earn-the-scroll.md,,Hero Sections Should Earn the Scroll,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/hero-sections-should-earn-the-scroll/,page,blog
content/blog/location-sections-should-sell-capacity.md,,Location Sections Should Sell Capacity,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/location-sections-should-sell-capacity/,page,blog
content/blog/manufacturing-websites-specs-not-slogans.md,,"Manufacturing Websites Need Specs, Not Slogans",2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/manufacturing-websites-specs-not-slogans/,page,blog
content/blog/proof-blocks-beat-generic-stats.md,,Proof Blocks Beat Generic Stats,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/proof-blocks-beat-generic-stats/,page,blog
content/blog/static-site-rebuilds-start-with-inventory.md,,The Website Rebuild Step That Saves the Whole Project,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/static-site-rebuilds-start-with-inventory/,page,blog
content/blog/local-businesses-outgrow-manual-marketing.md,,When Local Businesses Outgrow Manual Marketing,2026-06-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/local-businesses-outgrow-manual-marketing/,page,blog
content/blog/2026-06-17-geo-audit-what-a-real-score-reveals.md,,We Ran a Real GEO Audit. The Score Was 56/100. Here's What That Means.,2026-06-17T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-17T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-17-geo-audit-what-a-real-score-reveals/,page,blog
content/blog/2026-06-17-og-image-link-preview-text-messages.md,,Why Your Link Looks Wrong in a Text Message (And the 10-Minute Fix),2026-06-17T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-17T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-17-og-image-link-preview-text-messages/,page,blog
content/blog/2026-06-16-automation-explicit-templates-not-assumptions.md,,Automation Fails at Optional Fields. Make Them Required.,2026-06-16T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-16T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-16-automation-explicit-templates-not-assumptions/,page,blog
content/blog/2026-06-16-private-client-portal-your-own-website.md,,The Private Client Portal You Already Have (And Aren't Using),2026-06-16T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-16T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-16-private-client-portal-your-own-website/,page,blog
content/blog/2026-06-15-professional-website-authority-positioning.md,,Why Most Professional Websites Fail to Establish Authority in 3 Seconds,2026-06-15T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-15T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-15-professional-website-authority-positioning/,page,blog
content/blog/2026-06-12-pre-launch-seo-checklist-five-minutes.md,,The 5-Item Pre-Launch SEO Checklist Most Sites Skip,2026-06-12T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-12T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-12-pre-launch-seo-checklist-five-minutes/,page,blog
content/blog/2026-06-12-json-ld-schema-local-authority-sites.md,,Why JSON-LD Schema Is the Most Overlooked Pre-Launch Task,2026-06-12T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-12T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-12-json-ld-schema-local-authority-sites/,page,blog
content/blog/2026-06-11-ai-agent-infrastructure-terminal-toolkit.md,,The Terminal Toolkit Behind Our AI Agent Infrastructure,2026-06-11T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-11T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-11-ai-agent-infrastructure-terminal-toolkit/,page,blog
content/blog/2026-06-10-favicon-from-logo-svg-approach.md,,Why Your Favicon Should Be an SVG (And How to Get There From a Logo),2026-06-10T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-10T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-10-favicon-from-logo-svg-approach/,page,blog
content/blog/2026-06-09-local-service-business-geo-citability-gap.md,,Why Local Service Businesses Score Well on Technical SEO but Fail AI Citability,2026-06-09T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-09T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-09-local-service-business-geo-citability-gap/,page,blog
content/blog/2026-06-08-wordpress-passive-security-audit.md,,How to Run a Passive Security Audit on Any WordPress Site,2026-06-08T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-08T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-08-wordpress-passive-security-audit/,page,blog
content/blog/2026-06-08-wordpress-security-headers-managed-hosting.md,,The 6 Security Headers Most WordPress Sites Are Missing (And How to Add Them on Managed Hosting),2026-06-08T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-08T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-08-wordpress-security-headers-managed-hosting/,page,blog
content/blog/2026-06-05-wrong-frontmatter-key-static-site-debugging.md,,The Typo That Silently Breaks Your Static Site (And How to Catch It),2026-06-05T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-05T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-05-wrong-frontmatter-key-static-site-debugging/,page,blog
content/blog/2026-06-05-social-links-ui-and-schema-sameAs-geo.md,,Your Social Links Need to Live in Two Places (And Most Sites Only Have One),2026-06-05T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-05T06:00:00-05:00,false,https://localbusinesssearch.com/blog/2026-06-05-social-links-ui-and-schema-sameas-geo/,page,blog
content/blog/structured-data-35-to-93-local-business-schema.md,,From 35 to 93: What Actually Moves Structured Data Scores for Local Businesses,2026-06-04T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-04T06:00:00-05:00,false,https://localbusinesssearch.com/blog/structured-data-35-to-93-local-business-schema/,page,blog
content/blog/google-vs-everyone-else-geo-problem.md,,The Google vs. Everyone Else GEO Problem,2026-06-04T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-04T06:00:00-05:00,false,https://localbusinesssearch.com/blog/google-vs-everyone-else-geo-problem/,page,blog
content/blog/4-dimensional-ai-visibility-audit.md,,What a 4-Dimensional AI Visibility Audit Actually Looks Like,2026-06-04T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-04T06:00:00-05:00,false,https://localbusinesssearch.com/blog/4-dimensional-ai-visibility-audit/,page,blog
content/blog/wikidata-ai-citation-local-business.md,,Wikidata: The Free AI Citation Multiplier Nobody Told Local Businesses About,2026-06-04T06:00:00-05:00,0001-01-01T00:00:00Z,2026-06-04T06:00:00-05:00,false,https://localbusinesssearch.com/blog/wikidata-ai-citation-local-business/,page,blog
content/blog/comfyui-openclaw-hermes-visual-ai-workflows.md,,"How ComfyUI, OpenClaw, and Hermes Could Work Together for Local Business Marketing",2026-05-26T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-26T06:00:00-05:00,false,https://localbusinesssearch.com/blog/comfyui-openclaw-hermes-visual-ai-workflows/,page,blog
content/blog/twingate-zero-trust-ai-business-systems.md,,Twingate and the New Security Layer for AI-Powered Business Systems,2026-05-26T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-26T06:00:00-05:00,false,https://localbusinesssearch.com/blog/twingate-zero-trust-ai-business-systems/,page,blog
content/blog/home-assistant-private-smart-home-ai.md,,Home Assistant and Private Smart Homes: What It Can and Can't Do,2026-05-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/home-assistant-private-smart-home-ai/,page,blog
content/blog/paperclip-ai-agent-control-plane.md,,Paperclip and the Shift From AI Chatbots to AI Agent Teams,2026-05-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/paperclip-ai-agent-control-plane/,page,blog
content/blog/telnyx-ai-voice-agents-small-business.md,,Telnyx and the Rise of AI Voice Agents for Small Business,2026-05-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/telnyx-ai-voice-agents-small-business/,page,blog
content/blog/openclaw-ollama-hermes-telegram-local-ai-stack.md,,"How OpenClaw, Ollama, Hermes, Telegram, and Local AI Models Fit Together",2026-05-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/openclaw-ollama-hermes-telegram-local-ai-stack/,page,blog
content/blog/voxtral-transcribe-business-processes.md,,What Real-Time Transcription Changes for Local Business Operations,2026-05-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/voxtral-transcribe-business-processes/,page,blog
content/blog/turboquant-local-ai-mac-mini.md,,Why Smaller AI Models Matter for Local Business Owners,2026-05-22T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-22T06:00:00-05:00,false,https://localbusinesssearch.com/blog/turboquant-local-ai-mac-mini/,page,blog
content/blog/branson-restaurant-google-ads-tourist-traffic.md,,What We’re Noticing in Branson: Google Ads Should Follow the Tourist Traffic,2026-05-18T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-18T06:00:00-05:00,false,https://localbusinesssearch.com/blog/branson-restaurant-google-ads-tourist-traffic/,page,blog
content/blog/local-businesses-are-losing-leads-because-nobody-follows-up.md,,What We’re Noticing: Local Businesses Are Losing Leads Because Nobody Follows Up,2026-05-18T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-18T06:00:00-05:00,false,https://localbusinesssearch.com/blog/local-businesses-are-losing-leads-because-nobody-follows-up/,page,blog
content/blog/seo-llm-indexing-2026-standards.md,,The New SEO Playbook: How to Optimize for Google AND AI in 2026,2026-05-15T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-15T06:00:00-05:00,false,https://localbusinesssearch.com/blog/seo-llm-indexing-2026-standards/,page,blog
content/blog/why-local-businesses-dont-need-more-software.md,,Most Local Businesses Don't Need More Software—They Need Better Systems,2026-05-04T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-04T06:00:00-05:00,false,https://localbusinesssearch.com/blog/why-local-businesses-dont-need-more-software/,page,blog
content/blog/openclaw-gpt55-update-vs-productivebot.md,,"OpenClaw's GPT-5.5 Update: Impressive Speed, Real Pain Points (And Why We Switched to ProductiveBot)",2026-05-01T06:00:00-05:00,0001-01-01T00:00:00Z,2026-05-01T06:00:00-05:00,false,https://localbusinesssearch.com/blog/openclaw-gpt55-update-vs-productivebot/,page,blog
content/blog/productivebot-ai-business-assistant.md,,This Blog Post Is Writing Itself: A Real-Time Look at ProductiveBot.AI in Action,2026-04-24T06:00:00-05:00,0001-01-01T00:00:00Z,2026-04-24T06:00:00-05:00,false,https://localbusinesssearch.com/blog/productivebot-ai-business-assistant/,page,blog
content/blog/building-website-with-ai.md,,We Just Built This Entire Website in 12 Hours Using AI—Here's What That Means for Your Business,2026-04-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-04-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/building-website-with-ai/,page,blog
content/blog/hvac-software-chaos.md,,Your HVAC Business Is Buried in Software—And It's Costing You More Than Just Monthly Fees,2026-04-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-04-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/hvac-software-chaos/,page,blog
content/blog/plumbing-tech-stack-overload.md,,Your Plumbing Business Doesn't Need More Apps—It Needs Systems That Actually Talk to Each Other,2026-04-23T06:00:00-05:00,0001-01-01T00:00:00Z,2026-04-23T06:00:00-05:00,false,https://localbusinesssearch.com/blog/plumbing-tech-stack-overload/,page,blog
content/baselayer/_index.md,,Baselayer,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/baselayer/,section,baselayer
content/industries/_index.md,,Built for Local Businesses That Want to Grow,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/,section,industries
content/industries/home-services.md,,Business Systems for Home Services,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/home-services/,page,industries
content/industries/legal.md,,Business Systems for Law Firms,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/legal/,page,industries
content/industries/local-retail.md,,Business Systems for Local Retail,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/local-retail/,page,industries
content/industries/medical.md,,Business Systems for Medical & Healthcare,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/medical/,page,industries
content/industries/franchises.md,,Business Systems for Multi-Location Franchises,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/franchises/,page,industries
content/industries/municipalities.md,,Communication Systems for Cities & Local Government,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/industries/municipalities/,page,industries
content/advertising/google-ads.md,,Google Ads Management,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/advertising/google-ads/,page,advertising
content/contact/_index.md,,Let's Build Systems That Actually Work,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/contact/,section,contact
content/contact/success.md,,Message Received!,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/contact/success/,page,contact
content/advertising/paid-social.md,,Meta / Paid Social Advertising,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/advertising/paid-social/,page,advertising
content/services/_index.md,,Our Services,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/services/,section,services
content/advertising/programmatic.md,,Programmatic / OTT / CTV Advertising,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/advertising/programmatic/,page,advertising
content/results/_index.md,,Real Results. Real Businesses.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/results/,section,results
content/advertising/retargeting.md,,Retargeting Campaigns,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/advertising/retargeting/,page,advertising
content/demo/_index.md,,See Exactly How This Works for Your Business,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/demo/,section,demo
content/ai-automation/_index.md,,Stop Losing Leads to Slow Follow-Up,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/ai-automation/,section,ai-automation
content/advertising/_index.md,,Strategic Advertising That Feeds Your Growth System,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/advertising/,section,advertising
content/platform/_index.md,,The Growth System That Runs While You Sleep,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/platform/,section,platform
content/triple-crown-chiropractic.md,,Triple Crown Chiropractic,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/triple-crown-chiropractic/,page,
content/about/_index.md,,We Used to Just Run Ads. Then We Realized That Wasn't Enough.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/about/,section,about
content/business-operations/_index.md,,Your Business Is Made of Systems. Most of Them Don't Work.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,false,https://localbusinesssearch.com/business-operations/,section,business-operations
